session,species,var,SVC_tl,SVC_abundance
221,princess parrotfish,5,26,1
221,rock beauty,5,13,1
221,sharpnose puffer,5,6,1
221,butter hamlet,5,9,1
221,french angelfish,5,28,1
221,bicolor damselfish,5,7,1
221,bluehead wrasse,5,10,1
221,blue chromis,5,9,1
221,redband parrotfish,5,22,1
221,ocean surgeonfish,5,15,1
221,masked goby,5,3,1
221,yellowhead wrasse,5,11,1
221,striped parrotfish,5,7,1
222,harlequin bass,1,11,1
222,reef butterflyfish,1,7,1
222,mutton snapper,1,50,1
222,scrawled filefish,1,45,1
222,spotfin butterflyfish,1,10,1
222,blue tang,1,6,1
222,cocoa damselfish,1,8,1
222,princess parrotfish,1,15,1
222,greenblotch parrotfish,1,4,1
222,white grunt,1,14,1
222,slippery dick,1,10,1
222,foureye butterflyfish,1,6,1
222,bluehead wrasse,1,4,1
222,bicolor damselfish,1,3,1
222,redband parrotfish,1,5,1
222,blue chromis,1,7,1
222,striped parrotfish,1,3,1
222,yellowhead wrasse,1,3,1
222,ocean surgeonfish,1,13,1
222,bar jack,1,25,1
222,bluehead wrasse,2,5.5,5.5
222,bicolor damselfish,2,4,9.75
222,redband parrotfish,2,9.5,2
222,blue chromis,2,7.5,1.75
222,striped parrotfish,2,6.5,2.5
222,yellowhead wrasse,2,4,2
222,ocean surgeonfish,2,14,1
222,bar jack,2,25,1
222,sharpnose puffer,3,6,1
222,florida barred hamlet,3,10,1
222,queen angelfish,3,24,1
222,graysby,3,15,1
222,blue tang,3,8,1
222,cocoa damselfish,3,9,1
222,princess parrotfish,3,16,1
222,greenblotch parrotfish,3,5,1
222,white grunt,3,14,1
222,slippery dick,3,10,1
222,foureye butterflyfish,3,6,2
222,bluehead wrasse,3,7,13
222,bicolor damselfish,3,5,21.5
222,redband parrotfish,3,14,6
222,blue chromis,3,8,5.5
222,striped parrotfish,3,10,7
222,yellowhead wrasse,3,5,6
222,ocean surgeonfish,3,15,4
222,bar jack,3,25,4
222,bluehead wrasse,4,9,5.5
222,bicolor damselfish,4,6,9.75
222,redband parrotfish,4,18,2
222,blue chromis,4,9,1.75
222,striped parrotfish,4,14.5,2.5
222,yellowhead wrasse,4,7.5,2
222,ocean surgeonfish,4,16,1
222,bar jack,4,25,1
222,harlequin bass,5,11,1
222,reef butterflyfish,5,7,1
222,mutton snapper,5,70,1
222,scrawled filefish,5,55,1
222,spotfin butterflyfish,5,10,1
222,blue tang,5,11,1
222,cocoa damselfish,5,10,1
222,princess parrotfish,5,18,1
222,greenblotch parrotfish,5,6,1
222,white grunt,5,14,1
222,slippery dick,5,10,1
222,foureye butterflyfish,5,6,1
222,bluehead wrasse,5,11,1
222,bicolor damselfish,5,7,1
222,redband parrotfish,5,22,1
222,blue chromis,5,10,1
222,striped parrotfish,5,19,1
222,yellowhead wrasse,5,10,1
222,ocean surgeonfish,5,17,1
222,bar jack,5,25,1
223,sharpnose puffer,1,4,1
223,mutton snapper,1,40,1
223,scrawled filefish,1,35,1
223,reef butterflyfish,1,10,1
223,blue tang,1,10,1
223,princess parrotfish,1,12,1
223,blue parrotfish,1,38,1
223,ocean surgeonfish,1,11,1
223,bluehead wrasse,1,3,1
223,bicolor damselfish,1,2,1
223,striped parrotfish,1,4,1
223,graysby,1,10,1
223,harlequin bass,1,6,1
223,yellowhead wrasse,1,1.5,1
223,redband parrotfish,1,6,1
223,blue chromis,1,5,1
223,brown chromis,1,5,1
223,bluehead wrasse,2,4,5.25
223,bicolor damselfish,2,3.5,8.25
223,striped parrotfish,2,5.5,1.25
223,graysby,2,13,0.25
223,harlequin bass,2,6.5,0.25
223,yellowhead wrasse,2,2.75,3.75
223,redband parrotfish,2,9.5,1.5
223,blue chromis,2,6,3.5
223,brown chromis,2,6.5,2.25
223,queen angelfish,3,27,1
223,stoplight parrotfish,3,29,1
223,black hamlet,3,11,1
223,smooth trunkfish,3,16,1
223,scrawled cowfish,3,30,1
223,blue tang,3,13,1
223,princess parrotfish,3,15,1
223,blue parrotfish,3,38,1
223,ocean surgeonfish,3,13,2
223,bluehead wrasse,3,5,12.5
223,bicolor damselfish,3,5,18.5
223,striped parrotfish,3,7,4.5
223,graysby,3,16,2.5
223,harlequin bass,3,7,2.5
223,yellowhead wrasse,3,4,9.5
223,redband parrotfish,3,13,5
223,blue chromis,3,7,9
223,brown chromis,3,8,6.5
223,bluehead wrasse,4,7.5,5.25
223,bicolor damselfish,4,6,8.25
223,striped parrotfish,4,8,1.25
223,graysby,4,19.5,0.25
223,harlequin bass,4,7.5,0.25
223,yellowhead wrasse,4,8,3.75
223,redband parrotfish,4,17,1.5
223,blue chromis,4,7.5,3.5
223,brown chromis,4,9.5,2.25
223,sharpnose puffer,5,5,1
223,mutton snapper,5,55,1
223,scrawled filefish,5,42,1
223,reef butterflyfish,5,10,1
223,blue tang,5,15,1
223,princess parrotfish,5,18,1
223,blue parrotfish,5,38,1
223,ocean surgeonfish,5,16,1
223,bluehead wrasse,5,10,1
223,bicolor damselfish,5,7,1
223,striped parrotfish,5,9,1
223,graysby,5,23,1
223,harlequin bass,5,8,1
223,yellowhead wrasse,5,12,1
223,redband parrotfish,5,21,1
223,blue chromis,5,8,1
223,brown chromis,5,11,1
224,french grunt,1,10,1
224,blue tang,1,12,1
224,redband parrotfish,1,8,1
224,stoplight parrotfish,1,5,1
224,sergeant major,1,3,1
224,yellowtail snapper,1,8,1
224,gray snapper,1,20,1
224,white grunt,1,7,1
224,striped parrotfish,1,3,1
224,sergeant major,2,4,0.25
224,yellowtail snapper,2,10,4.5
224,gray snapper,2,21.5,0.5
224,white grunt,2,9,2.75
224,striped parrotfish,2,3.5,2.75
224,bluehead wrasse,3,3,1
224,red grouper,3,23,1
224,midnight parrotfish,3,31,1
224,mahogany snapper,3,20,1
224,porcupinefish,3,40,1
224,redband parrotfish,3,10,1
224,stoplight parrotfish,3,8,2
224,sergeant major,3,5,2.5
224,yellowtail snapper,3,12,11
224,gray snapper,3,23,3
224,white grunt,3,11,7.5
224,striped parrotfish,3,4,7.5
224,sergeant major,4,5.5,0.25
224,yellowtail snapper,4,16.5,4.5
224,gray snapper,4,24,0.5
224,white grunt,4,13.5,2.75
224,striped parrotfish,4,7,2.75
224,french grunt,5,15,1
224,blue tang,5,13,1
224,redband parrotfish,5,12,1
224,stoplight parrotfish,5,23,1
224,sergeant major,5,6,1
224,yellowtail snapper,5,21,1
224,gray snapper,5,25,1
224,white grunt,5,16,1
224,striped parrotfish,5,10,1
225,redband parrotfish,1,8,1
225,bluehead wrasse,1,6,1
225,hogfish,1,23,1
225,neon goby,1,3,1
225,yellowtail snapper,1,15,1
225,bluestriped grunt,1,17,1
225,french grunt,1,6,1
225,tomtate,1,5,1
225,striped parrotfish,1,3,1
225,white grunt,1,5,1
225,yellowtail snapper,2,17.5,0.5
225,bluestriped grunt,2,18.5,3.5
225,french grunt,2,7.5,1.5
225,tomtate,2,6.5,0.75
225,striped parrotfish,2,4,1.75
225,white grunt,2,7.5,21.5
225,sharpnose puffer,3,7,1
225,queen angelfish,3,9,1
225,cocoa damselfish,3,6,1
225,foureye butterflyfish,3,5,1
225,lionfish,3,21,1
225,doctorfish,3,12,1
225,hogfish,3,27,1
225,neon goby,3,3,1
225,yellowtail snapper,3,20,3
225,bluestriped grunt,3,20,9
225,french grunt,3,9,5
225,tomtate,3,8,3.5
225,striped parrotfish,3,5,5.5
225,white grunt,3,10,45
225,yellowtail snapper,4,22.5,0.5
225,bluestriped grunt,4,21.5,3.5
225,french grunt,4,10,1.5
225,tomtate,4,9,0.75
225,striped parrotfish,4,5.5,1.75
225,white grunt,4,14,21.5
225,redband parrotfish,5,15,1
225,bluehead wrasse,5,8,1
225,hogfish,5,31,1
225,neon goby,5,3,1
225,yellowtail snapper,5,25,1
225,bluestriped grunt,5,23,1
225,french grunt,5,11,1
225,tomtate,5,10,1
225,striped parrotfish,5,6,1
225,white grunt,5,18,1
226,slippery dick,1,8,1
226,seabream,1,20,1
226,threespot damselfish,1,4,1
226,ocean surgeonfish,1,10,1
226,bluestriped grunt,1,13,1
226,blue tang,1,10,1
226,white grunt,1,9,1
226,stoplight parrotfish,1,3,1
226,redband parrotfish,1,3,1
226,striped parrotfish,1,3,1
226,white grunt,2,11.5,3.25
226,stoplight parrotfish,2,5.5,0.25
226,redband parrotfish,2,5.5,0.75
226,striped parrotfish,2,4.5,1.75
226,butter hamlet,3,10,1
226,highhat,3,13,1
226,bluehead wrasse,3,10,1
226,rainbow parrotfish,3,30,1
226,threespot damselfish,3,6,1
226,ocean surgeonfish,3,12,1
226,bluestriped grunt,3,15,1
226,blue tang,3,11,2
226,white grunt,3,14,8.5
226,stoplight parrotfish,3,8,2.5
226,redband parrotfish,3,8,3.5
226,striped parrotfish,3,6,5.5
226,white grunt,4,18,3.25
226,stoplight parrotfish,4,11.5,0.25
226,redband parrotfish,4,10.5,0.75
226,striped parrotfish,4,8,1.75
226,slippery dick,5,10,1
226,seabream,5,20,1
226,threespot damselfish,5,8,1
226,ocean surgeonfish,5,14,1
226,bluestriped grunt,5,17,1
226,blue tang,5,13,1
226,white grunt,5,22,1
226,stoplight parrotfish,5,15,1
226,redband parrotfish,5,13,1
226,striped parrotfish,5,10,1
227,yellowtail snapper,1,30,1
227,greenblotch parrotfish,1,4,1
227,butter hamlet,1,8,1
227,white grunt,1,23,1
227,sharpnose puffer,1,4,1
227,blue chromis,1,10,1
227,bluehead wrasse,1,3,1
227,striped parrotfish,1,3,1
227,bicolor damselfish,1,3,1
227,yellowhead wrasse,1,3,1
227,ocean surgeonfish,1,14,1
227,redband parrotfish,1,4,1
227,masked goby,1,2,1
227,bluehead wrasse,2,5.25,7.5
227,striped parrotfish,2,4.25,4.25
227,bicolor damselfish,2,4.25,6
227,yellowhead wrasse,2,5.5,1
227,ocean surgeonfish,2,15.5,0.5
227,redband parrotfish,2,8,2
227,masked goby,2,2.25,4.75
227,mutton snapper,3,50,1
227,smooth trunkfish,3,22,1
227,harlequin bass,3,9,1
227,clown wrasse,3,9,1
227,bluehead wrasse,3,7.5,17
227,striped parrotfish,3,5.5,10.5
227,bicolor damselfish,3,5.5,14
227,yellowhead wrasse,3,8,4
227,ocean surgeonfish,3,17,3
227,redband parrotfish,3,12,6
227,masked goby,3,2.5,11.5
227,bluehead wrasse,4,9.75,7.5
227,striped parrotfish,4,6.75,4.25
227,bicolor damselfish,4,6.75,6
227,yellowhead wrasse,4,10.5,1
227,ocean surgeonfish,4,18.5,0.5
227,redband parrotfish,4,16,2
227,masked goby,4,2.75,4.75
227,yellowtail snapper,5,30,1
227,greenblotch parrotfish,5,7,1
227,butter hamlet,5,9,1
227,white grunt,5,25,1
227,sharpnose puffer,5,5,1
227,blue chromis,5,10,1
227,bluehead wrasse,5,12,1
227,striped parrotfish,5,8,1
227,bicolor damselfish,5,8,1
227,yellowhead wrasse,5,13,1
227,ocean surgeonfish,5,20,1
227,redband parrotfish,5,20,1
227,masked goby,5,3,1
228,yellowtail snapper,1,25,1
228,ocean surgeonfish,1,15,1
228,yellowhead wrasse,1,4,1
228,clown wrasse,1,9,1
228,bluehead wrasse,1,3,1
228,striped parrotfish,1,5,1
228,bicolor damselfish,1,4,1
228,redband parrotfish,1,4,1
228,bar jack,1,25,1
228,bluehead wrasse,2,5.25,1.5
228,striped parrotfish,2,7.75,2.25
228,bicolor damselfish,2,4.75,2.75
228,redband parrotfish,2,8.25,0.5
228,bar jack,2,26.25,1.5
228,black hamlet,3,11,1
228,blue chromis,3,10,1
228,harlequin bass,3,8,1
228,gray angelfish,3,27,1
228,graysby,3,14,1
228,sharpnose puffer,3,4,1
228,foureye butterflyfish,3,7,1
228,yellowhead wrasse,3,8,2
228,clown wrasse,3,10,2
228,bluehead wrasse,3,7.5,5
228,striped parrotfish,3,10.5,6.5
228,bicolor damselfish,3,5.5,7.5
228,redband parrotfish,3,12.5,3
228,bar jack,3,27.5,5
228,bluehead wrasse,4,9.75,1.5
228,striped parrotfish,4,13.25,2.25
228,bicolor damselfish,4,6.25,2.75
228,redband parrotfish,4,16.75,0.5
228,bar jack,4,28.75,1.5
228,yellowtail snapper,5,25,1
228,ocean surgeonfish,5,15,1
228,yellowhead wrasse,5,12,1
228,clown wrasse,5,11,1
228,bluehead wrasse,5,12,1
228,striped parrotfish,5,16,1
228,bicolor damselfish,5,7,1
228,redband parrotfish,5,21,1
228,bar jack,5,30,1
229,harlequin bass,1,9,1
229,blue parrotfish,1,50,1
229,gray angelfish,1,26,1
229,graysby,1,15,1
229,scrawled filefish,1,50,1
229,rock beauty,1,11,1
229,blue tang,1,15,1
229,sharpnose puffer,1,3,1
229,bluehead wrasse,1,5,1
229,redband parrotfish,1,4,1
229,bicolor damselfish,1,3,1
229,ocean surgeonfish,1,10,1
229,striped parrotfish,1,5,1
229,yellowhead wrasse,1,2,1
229,creole wrasse,1,8,1
229,brown chromis,1,6,1
229,bluehead wrasse,2,6.5,4.5
229,redband parrotfish,2,8.5,1.75
229,bicolor damselfish,2,4.25,7.5
229,ocean surgeonfish,2,11.25,0.75
229,striped parrotfish,2,7,2.25
229,yellowhead wrasse,2,3.5,0.5
229,creole wrasse,2,10.5,5.25
229,brown chromis,2,7.25,9
229,queen angelfish,3,15,1
229,longfin damselfish,3,8,1
229,saucereye porgy,3,17,1
229,reef butterflyfish,3,11,1
229,clown wrasse,3,9,1
229,white grunt,3,18,1
229,spanish hogfish,3,11,1
229,highhat,3,12,1
229,hogfish,3,20,1
229,rock beauty,3,13,2
229,blue tang,3,18,2
229,sharpnose puffer,3,4,2
229,bluehead wrasse,3,8,11
229,redband parrotfish,3,13,5.5
229,bicolor damselfish,3,5.5,17
229,ocean surgeonfish,3,12.5,3.5
229,striped parrotfish,3,9,6.5
229,yellowhead wrasse,3,5,3
229,creole wrasse,3,13,12.5
229,brown chromis,3,8.5,20
229,bluehead wrasse,4,9.5,4.5
229,redband parrotfish,4,17.5,1.75
229,bicolor damselfish,4,6.75,7.5
229,ocean surgeonfish,4,13.75,0.75
229,striped parrotfish,4,11,2.25
229,yellowhead wrasse,4,6.5,0.5
229,creole wrasse,4,15.5,5.25
229,brown chromis,4,9.75,9
229,harlequin bass,5,9,1
229,blue parrotfish,5,55,1
229,gray angelfish,5,26,1
229,graysby,5,18,1
229,scrawled filefish,5,50,1
229,rock beauty,5,15,1
229,blue tang,5,21,1
229,sharpnose puffer,5,5,1
229,bluehead wrasse,5,11,1
229,redband parrotfish,5,22,1
229,bicolor damselfish,5,8,1
229,ocean surgeonfish,5,15,1
229,striped parrotfish,5,13,1
229,yellowhead wrasse,5,8,1
229,creole wrasse,5,18,1
229,brown chromis,5,11,1
230,spotfin butterflyfish,1,12,1
230,black hamlet,1,10,1
230,queen angelfish,1,12,1
230,foureye butterflyfish,1,7,1
230,blue chromis,1,5,1
230,reef butterflyfish,1,10,1
230,gray snapper,1,35,1
230,yellowhead wrasse,1,3,1
230,bicolor damselfish,1,2,1
230,redband parrotfish,1,5,1
230,striped parrotfish,1,5,1
230,bluehead wrasse,1,5,1
230,blue tang,1,13,1
230,ocean surgeonfish,1,13,1
230,brown chromis,1,6,1
230,bar jack,1,16,1
230,hogfish,1,21,1
230,masked goby,1,2,1.4000000000000001
230,yellowhead wrasse,2,5,1.25
230,bicolor damselfish,2,3.5,9.5
230,redband parrotfish,2,8.75,1.75
230,striped parrotfish,2,8,3.75
230,bluehead wrasse,2,6.25,7
230,blue tang,2,15,0.25
230,ocean surgeonfish,2,14,0.25
230,brown chromis,2,7.5,3.5
230,bar jack,2,17,1.25
230,hogfish,2,24.5,11.5
230,masked goby,2,2.75,33.599999999999994
230,smooth trunkfish,3,21,1
230,rock beauty,3,12,1
230,indigo hamlet,3,11,1
230,foureye butterflyfish,3,8,2
230,blue chromis,3,7.5,2
230,reef butterflyfish,3,10,2
230,gray snapper,3,40,2
230,yellowhead wrasse,3,7,4.5
230,bicolor damselfish,3,5,21
230,redband parrotfish,3,12.5,5.5
230,striped parrotfish,3,11,9.5
230,bluehead wrasse,3,7.5,16
230,blue tang,3,17,2.5
230,ocean surgeonfish,3,15,2.5
230,brown chromis,3,9,9
230,bar jack,3,18,4.5
230,hogfish,3,28,25
230,masked goby,3,3.5,70
230,yellowhead wrasse,4,9,1.25
230,bicolor damselfish,4,6.5,9.5
230,redband parrotfish,4,16.25,1.75
230,striped parrotfish,4,14,3.75
230,bluehead wrasse,4,8.75,7
230,blue tang,4,19,0.25
230,ocean surgeonfish,4,16,0.25
230,brown chromis,4,10.5,3.5
230,bar jack,4,19,1.25
230,hogfish,4,31.5,11.5
230,masked goby,4,4.25,33.599999999999994
230,spotfin butterflyfish,5,12,1
230,black hamlet,5,10,1
230,queen angelfish,5,26,1
230,foureye butterflyfish,5,9,1
230,blue chromis,5,10,1
230,reef butterflyfish,5,10,1
230,gray snapper,5,45,1
230,yellowhead wrasse,5,11,1
230,bicolor damselfish,5,8,1
230,redband parrotfish,5,20,1
230,striped parrotfish,5,17,1
230,bluehead wrasse,5,10,1
230,blue tang,5,21,1
230,ocean surgeonfish,5,17,1
230,brown chromis,5,12,1
230,bar jack,5,20,1
230,hogfish,5,35,1
230,masked goby,5,5,1.4000000000000001
231,ocean surgeonfish,1,10,1
231,blue chromis,1,4,1
231,redband parrotfish,1,12,1
231,bicolor damselfish,1,4,1
231,yellowhead wrasse,1,5,1
231,bluehead wrasse,1,3,1
231,hogfish,1,25,1
231,redband parrotfish,2,14,0.5
231,bicolor damselfish,2,4.75,12
231,yellowhead wrasse,2,6.25,1.25
231,bluehead wrasse,2,4.25,6
231,hogfish,2,28.75,17.75
231,jolthead porgy,3,25,1
231,butter hamlet,3,10,1
231,harlequin bass,3,6,1
231,doctorfish,3,20,1
231,cocoa damselfish,3,10,1
231,french grunt,3,12,1
231,sharpnose puffer,3,4,1
231,blue chromis,3,6,1
231,redband parrotfish,3,16,3
231,bicolor damselfish,3,5.5,26
231,yellowhead wrasse,3,7.5,4.5
231,bluehead wrasse,3,5.5,14
231,hogfish,3,32.5,37.5
231,redband parrotfish,4,18,0.5
231,bicolor damselfish,4,6.25,12
231,yellowhead wrasse,4,8.75,1.25
231,bluehead wrasse,4,6.75,6
231,hogfish,4,36.25,17.75
231,ocean surgeonfish,5,15,1
231,blue chromis,5,8,1
231,redband parrotfish,5,20,1
231,bicolor damselfish,5,7,1
231,yellowhead wrasse,5,10,1
231,bluehead wrasse,5,8,1
231,hogfish,5,40,1
232,ocean surgeonfish,1,10,1
232,french angelfish,1,17,1
232,foureye butterflyfish,1,8,1
232,harlequin bass,1,6,1
232,yellowhead wrasse,1,4,1
232,clown wrasse,1,4,1
232,slippery dick,1,6,1
232,squirrelfish,1,18,1
232,doctorfish,1,8,1
232,bluehead wrasse,1,4,1
232,striped parrotfish,1,8,1
232,blue chromis,1,4,1
232,bicolor damselfish,1,3,1
232,redband parrotfish,1,7,1
232,sharpnose puffer,1,2,1
232,bluehead wrasse,1,2,1
232,bluehead wrasse,2,5.5,10
232,striped parrotfish,2,9,0.25
232,blue chromis,2,4.75,1.75
232,bicolor damselfish,2,3.5,14.75
232,redband parrotfish,2,7.75,0.25
232,sharpnose puffer,2,2.5,0.5
232,bluehead wrasse,2,3,3.5
232,blue tang,3,14,1
232,banded butterflyfish,3,7,1
232,graysby,3,12,1
232,yellowhead wrasse,3,6,1
232,clown wrasse,3,4.5,1
232,slippery dick,3,7.5,1
232,squirrelfish,3,20,2
232,doctorfish,3,8,2
232,bluehead wrasse,3,7,22
232,striped parrotfish,3,10,2.5
232,blue chromis,3,5.5,5.5
232,bicolor damselfish,3,4,31.5
232,redband parrotfish,3,8.5,2.5
232,sharpnose puffer,3,3,3
232,bluehead wrasse,3,4,9
232,bluehead wrasse,4,8.5,10
232,striped parrotfish,4,11,0.25
232,blue chromis,4,6.25,1.75
232,bicolor damselfish,4,4.5,14.75
232,redband parrotfish,4,9.25,0.25
232,sharpnose puffer,4,3.5,0.5
232,bluehead wrasse,4,5,3.5
232,ocean surgeonfish,5,12,1
232,french angelfish,5,20,1
232,foureye butterflyfish,5,9,1
232,harlequin bass,5,6,1
232,yellowhead wrasse,5,8,1
232,clown wrasse,5,5,1
232,slippery dick,5,9,1
232,squirrelfish,5,22,1
232,doctorfish,5,8,1
232,bluehead wrasse,5,10,1
232,striped parrotfish,5,12,1
232,blue chromis,5,7,1
232,bicolor damselfish,5,5,1
232,redband parrotfish,5,10,1
232,sharpnose puffer,5,4,1
232,bluehead wrasse,5,6,1
233,redband parrotfish,1,8,1
233,blue chromis,1,4,1
233,harlequin bass,1,3,1
233,blue tang,1,8,1
233,ocean surgeonfish,1,10,1
233,striped parrotfish,1,6,1
233,bicolor damselfish,1,2,1
233,yellowhead wrasse,1,4,1
233,bluehead wrasse,1,2,1
233,clown wrasse,1,3,1
233,ocean surgeonfish,2,10.5,0.25
233,striped parrotfish,2,7,0.5
233,bicolor damselfish,2,2.75,16.25
233,yellowhead wrasse,2,5.75,1.5
233,bluehead wrasse,2,3.25,6.75
233,clown wrasse,2,3.75,0.5
233,dusky damselfish,3,6,1
233,rock beauty,3,8,1
233,hogfish,3,17,1
233,graysby,3,10,1
233,french grunt,3,18,1
233,stoplight parrotfish,3,20,1
233,bar jack,3,20,1
233,redband parrotfish,3,9.5,1
233,blue chromis,3,5.5,1
233,harlequin bass,3,4,1
233,blue tang,3,9,2
233,ocean surgeonfish,3,11,2.5
233,striped parrotfish,3,8,3
233,bicolor damselfish,3,3.5,34.5
233,yellowhead wrasse,3,7.5,5
233,bluehead wrasse,3,4.5,15.5
233,clown wrasse,3,4.5,3
233,ocean surgeonfish,4,11.5,0.25
233,striped parrotfish,4,9,0.5
233,bicolor damselfish,4,4.25,16.25
233,yellowhead wrasse,4,9.25,1.5
233,bluehead wrasse,4,5.75,6.75
233,clown wrasse,4,5.25,0.5
233,redband parrotfish,5,11,1
233,blue chromis,5,7,1
233,harlequin bass,5,5,1
233,blue tang,5,10,1
233,ocean surgeonfish,5,12,1
233,striped parrotfish,5,10,1
233,bicolor damselfish,5,5,1
233,yellowhead wrasse,5,11,1
233,bluehead wrasse,5,7,1
233,clown wrasse,5,6,1
234,rock beauty,1,10,1
234,foureye butterflyfish,1,8,1
234,gray angelfish,1,20,1
234,spotted goatfish,1,10,1
234,stoplight parrotfish,1,15,1
234,redband parrotfish,1,9,1
234,ocean surgeonfish,1,10,1
234,doctorfish,1,12,1
234,reef butterflyfish,1,6,1
234,clown wrasse,1,6,1
234,bicolor damselfish,1,3,1
234,bluehead wrasse,1,3,1
234,yellowhead wrasse,1,7,1
234,bicolor damselfish,2,3.75,11
234,bluehead wrasse,2,3.75,5
234,yellowhead wrasse,2,8,0.25
234,hogfish,3,20,1
234,graysby,3,12,1
234,slippery dick,3,10,1
234,redband parrotfish,3,11.5,2
234,ocean surgeonfish,3,11,2
234,doctorfish,3,12,2
234,reef butterflyfish,3,6.5,2
234,clown wrasse,3,7,2
234,bicolor damselfish,3,4.5,24
234,bluehead wrasse,3,4.5,12
234,yellowhead wrasse,3,9,2.5
234,bicolor damselfish,4,5.25,11
234,bluehead wrasse,4,5.25,5
234,yellowhead wrasse,4,10,0.25
234,rock beauty,5,13,1
234,foureye butterflyfish,5,8,1
234,gray angelfish,5,22,1
234,spotted goatfish,5,12,1
234,stoplight parrotfish,5,20,1
234,redband parrotfish,5,14,1
234,ocean surgeonfish,5,12,1
234,doctorfish,5,12,1
234,reef butterflyfish,5,7,1
234,clown wrasse,5,8,1
234,bicolor damselfish,5,6,1
234,bluehead wrasse,5,6,1
234,yellowhead wrasse,5,11,1
235,yellowhead wrasse,1,3,1
235,butter hamlet,1,8,1
235,french grunt,1,10,1
235,caesar grunt,1,15,1
235,sharpnose puffer,1,2,1
235,yellowtail snapper,1,14,1
235,bicolor damselfish,1,2,1
235,striped parrotfish,1,5,1
235,redband parrotfish,1,7,1
235,bluehead wrasse,1,4,1
235,hogfish,1,13,1
235,bicolor damselfish,2,2.75,5
235,striped parrotfish,2,5.75,1
235,redband parrotfish,2,7.75,0.25
235,bluehead wrasse,2,4.75,2.25
235,hogfish,2,14.75,0.25
235,blue chromis,3,7,1
235,bar jack,3,17,1
235,doctorfish,3,11,1
235,princess parrotfish,3,15,1
235,sharpnose puffer,3,3,1
235,yellowtail snapper,3,15.5,1
235,bicolor damselfish,3,3.5,12
235,striped parrotfish,3,6.5,4
235,redband parrotfish,3,8.5,2.5
235,bluehead wrasse,3,5.5,6.5
235,hogfish,3,16.5,2.5
235,bicolor damselfish,4,4.25,5
235,striped parrotfish,4,7.25,1
235,redband parrotfish,4,9.25,0.25
235,bluehead wrasse,4,6.25,2.25
235,hogfish,4,18.25,0.25
235,yellowhead wrasse,5,6,1
235,butter hamlet,5,8,1
235,french grunt,5,12,1
235,caesar grunt,5,15,1
235,sharpnose puffer,5,4,1
235,yellowtail snapper,5,17,1
235,bicolor damselfish,5,5,1
235,striped parrotfish,5,8,1
235,redband parrotfish,5,10,1
235,bluehead wrasse,5,7,1
235,hogfish,5,20,1
236,reef butterflyfish,1,6,1
236,stoplight parrotfish,1,4,1
236,striped parrotfish,1,9,1
236,hogfish,1,15,1
236,doctorfish,1,9,1
236,rock beauty,1,9,1
236,redband parrotfish,1,12,1
236,bluehead wrasse,1,3,1
236,bicolor damselfish,1,2,1
236,caesar grunt,1,9,1
236,bluestriped grunt,1,10,1
236,blue chromis,1,3,1
236,french grunt,1,10,1
236,brown chromis,1,4,1
236,redband parrotfish,2,14.5,0.25
236,bluehead wrasse,2,3.75,5.5
236,bicolor damselfish,2,2.75,14.5
236,caesar grunt,2,10.5,1
236,bluestriped grunt,2,11,2.25
236,blue chromis,2,3.75,4.25
236,french grunt,2,11,4.25
236,brown chromis,2,4.25,0.75
236,porkfish,3,22,1
236,blue tang,3,6,1
236,queen angelfish,3,16,1
236,princess parrotfish,3,18,1
236,yellowtail snapper,3,25,1
236,squirrelfish,3,15,1
236,hogfish,3,18,1
236,doctorfish,3,10,1
236,rock beauty,3,10.5,1
236,redband parrotfish,3,17,2.5
236,bluehead wrasse,3,4.5,13
236,bicolor damselfish,3,3.5,31
236,caesar grunt,3,12,4
236,bluestriped grunt,3,12,6.5
236,blue chromis,3,4.5,10.5
236,french grunt,3,12,10.5
236,brown chromis,3,4.5,3.5
236,redband parrotfish,4,19.5,0.25
236,bluehead wrasse,4,5.25,5.5
236,bicolor damselfish,4,4.25,14.5
236,caesar grunt,4,13.5,1
236,bluestriped grunt,4,13,2.25
236,blue chromis,4,5.25,4.25
236,french grunt,4,13,4.25
236,brown chromis,4,4.75,0.75
236,reef butterflyfish,5,7,1
236,stoplight parrotfish,5,22,1
236,striped parrotfish,5,10,1
236,hogfish,5,21,1
236,doctorfish,5,11,1
236,rock beauty,5,12,1
236,redband parrotfish,5,22,1
236,bluehead wrasse,5,6,1
236,bicolor damselfish,5,5,1
236,caesar grunt,5,15,1
236,bluestriped grunt,5,14,1
236,blue chromis,5,6,1
236,french grunt,5,14,1
236,brown chromis,5,5,1
237,smooth trunkfish,1,11,1
237,redband parrotfish,1,8,1
237,striped parrotfish,1,6,1
237,foureye butterflyfish,1,6,1
237,bluehead wrasse,1,3,1
237,bicolor damselfish,1,3,1
237,doctorfish,1,8,1
237,yellowtail snapper,1,15,1
237,blue chromis,1,2,1
237,bluehead wrasse,2,4.25,8
237,bicolor damselfish,2,3.75,8.5
237,doctorfish,2,8.5,0.75
237,yellowtail snapper,2,15.75,1.75
237,blue chromis,2,2.75,0.25
237,rock beauty,3,10,1
237,barracuda,3,70,1
237,spanish hogfish,3,12,1
237,brown chromis,3,6,1
237,striped parrotfish,3,8,2
237,foureye butterflyfish,3,6.5,2
237,bluehead wrasse,3,5.5,18
237,bicolor damselfish,3,4.5,19
